"year","month","day","country","title","text","hazard_category","product_category","hazard","product"
"2023","9","15","us","Trader Joe's recalls Organic Hummus because of undeclared sesame","Trader Joe\'s is recalling its Organic Hummus due to the presence of undeclared sesame. This means the product is a possible health risk for anyone with an allergy to sesame. Product details Trader Joe\'s Organic Hummus Pack size 16 oz Use by 15 October 2023 Allergens Sesame Risk statement Allergen(s): Sesame These products contain sesame making them a possible health risk for anyone with an allergy to sesame. Action taken by the company Trader Joe\'s is recalling the above product from customers and has been advised to contact the relevant allergy support organisations, which will tell their members about the recall. The company has also issued a point-of-sale notice to its customers. These notices explain to customers why the product is being recalled and tells them what to do if they have bought the product. Please see the attached notice. Customer notice: Trader Joe\'s recalls Organic Hummus Our advice to consumers If you have bought the above product and have an allergy to sesame do not eat it. Instead return it to the store from where it was bought for a full refund. For more information contact Trader Joe\'s Customer Service at 1-800-555-1234. About allergy alerts Sometimes there will be a problem with a food product that means it should not be sold. Then it might be \'withdrawn\' (taken off the shelves) or \'recalled\' (when customers are asked to return the product). Sometimes foods have to be withdrawn or recalled if there is a risk to consumers because the allergy labelling is missing or incorrect or if there is any other food allergy risk. When there is a food allergy risk, the FSA will issue an Allergy Alert. Ref: FSA-AA-09-2023 Subscribe to news and alerts\nTrader Joe\'s is recalling its Organic Hummus due to the presence of undeclared sesame. This means the product is a possible health risk for anyone with an allergy to sesame. Product details Trader Joe\'s Organic Hummus Pack size 16 oz Use by 15 October 2023 Allergens Sesame Risk statement Allergen(s): Sesame These products contain sesame making them a possible health risk for anyone with an allergy to sesame. Action taken by the company Trader Joe\'s is recalling the above product from customers and has been advised to contact the relevant allergy support organisations, which will tell their members about the recall. The company has also issued a point-of-sale notice to its customers. These notices explain to customers why the product is being recalled and tells them what to do if they have bought the product. Please see the attached notice. Customer notice: Trader Joe\'s recalls Organic Hummus Our advice to consumers If you have bought the above product and have an allergy to sesame do not eat it. Instead return it to the store from where it was bought for a full refund. For more information contact Trader Joe\'s Customer Service at 1-800-555-1234. About allergy alerts Sometimes there will be a problem with a food product that means it should not be sold. Then it might be \'withdrawn\' (taken off the shelves) or \'recalled\' (when customers are asked to return the product). Sometimes foods have to be withdrawn or recalled if there is a risk to consumers because the allergy labelling is missing or incorrect or if there is any other food allergy risk. When there is a food allergy risk, the FSA will issue an Allergy Alert. Ref: FSA-AA-09-2023 Subscribe to news and alerts","allergens","other food product / mixed","sesame","hummus"
"2010","4","15","us","Meadow Fresh Foods—Vegan Tofu Steaks","PRA No. 2010/5692 Date published 15 Apr 2010 Product description Vegan Tofu Steaks 400g - Best Before 15/05/2010. Identifying features Batch Code 5623451. What are the defects? Contamination with Salmonella. What are the hazards? Biological contamination. What should consumers do? Return the product to the point of purchase for a full refund. For further information, please call 1-800-555-1234. Supplier Meadow Fresh Foods Where the product was sold Nationally Coordinating agency U.S. Food and Drug Administration is the coordinating agency for this recall. Product category Other food product / mixed × Close","biological","other food product / mixed","salmonella","tofu"
"2020","3","12","us","Recall of Organic Superfood Blend Due to Potential Salmonella Contamination","On March 12, 2020, Healthy Harvest Inc. issued a recall for their Organic Superfood Blend due to potential Salmonella contamination. The product, sold in 16 oz. resealable pouches with a best-by date of July 2021, was distributed nationwide through various retail stores and online platforms. Consumers are advised not to consume the product and to return it to the place of purchase for a full refund. Symptoms of Salmonella infection include fever, diarrhea, and abdominal cramps. For more information, contact Healthy Harvest Inc. at 1-800-555-1234. The recall was initiated after routine testing revealed the presence of Salmonella in some of the product samples. No illnesses have been reported to date. Point-of-sale notices have been posted in retail outlets to inform consumers about the recall. Consumers with questions can also visit the Healthy Harvest website for additional details. The U.S. Food and Drug Administration (FDA) is coordinating the recall efforts.","biological","other food product / mixed","salmonella","superfood blend"
"2023","3","14","ca","Recall of Organic Hemp Extract Due to Elevated Levels of Lead","Organic Hemp Extract, a product manufactured by GreenLeaf Farms, has been recalled due to the presence of elevated levels of lead. The recall affects Batch #456, which was distributed nationwide. The Canadian Food Inspection Agency (CFIA) detected the high lead levels during routine sampling. Consumers are advised to stop using the product immediately and return it to the place of purchase for a full refund. Retailers are asked to remove the product from their shelves and display recall notices prominently. For further information, consumers can contact GreenLeaf Farms at (800) 123-4567.","chemical","other food product / mixed","elevated levels of lead","hemp extract"
"2022","3","15","uk","Recall of Green Leaf CBD Gummies Due to Elevated Levels of THC","Recall of Green Leaf CBD Gummies Due to Elevated Levels of THC Tuesday, 15 March 2022 Summary Category 1: For Action Alert Notification: 2022.22 Product: Green Leaf CBD Gummies; Pack size 30 pieces Batch Code: 0235; Best before date April 2023 Country Of Origin: United Kingdom Message: The above batch of Green Leaf CBD Gummies is being recalled due to the presence of elevated levels of delta‐9‐tetrahydrocannabinol (THC). Nature Of Danger: The implicated batch of Green Leaf CBD Gummies contains elevated levels of delta‐9‐tetrahydrocannabinol (THC) based on the European Food Safety Authority (EFSA) acute reference dose. Action Required: Inspectors: EHOs are requested to verify as part of routine checks that the above batch is recalled.\xa0 Please notify the FSA (incidents@food.gov.uk) of any concerns. Manufacturers, wholesalers, distributors, caterers & retailers: Distributors are requested to withdraw the affected batch from the market.\xa0 Retailers are requested to remove the implicated batch from sale and to display a point-of-sale recall notice in stores where the affected batch was sold and on websites if sold online. Consumers: Consumers are advised not to consume the implicated batch.\nRecall of Green Leaf CBD Gummies Due to Elevated Levels of THC Tuesday, 15 March 2022 Summary Category 1: For Action Alert Notification: 2022.22 Product: Green Leaf CBD Gummies; Pack size 30 pieces Batch Code: 0235; Best before date April 2023 Country Of Origin: United Kingdom Message: The above batch of Green Leaf CBD Gummies is being recalled due to the presence of elevated levels of delta‐9‐tetrahydrocannabinol (THC). Nature Of Danger: The implicated batch of Green Leaf CBD Gummies contains elevated levels of delta‐9‐tetrahydrocannabinol (THC) based on the European Food Safety Authority (EFSA) acute reference dose. Action Required: Inspectors: EHOs are requested to verify as part of routine checks that the above batch is recalled.\xa0 Please notify the FSA (incidents@food.gov.uk) of any concerns. Manufacturers, wholesalers, distributors, caterers & retailers: Distributors are requested to withdraw the affected batch from the market.\xa0 Retailers are requested to remove the implicated batch from sale and to display a point-of-sale recall notice in stores where the affected batch was sold and on websites if sold online. Consumers: Consumers are advised not to consume the implicated batch.","chemical","other food product / mixed","elevated levels of THC","cbd gummies"
"2015","7","22","ca","Recall of Organic Quinoa Salad due to Metal Fragments","On July 22, 2015, Healthy Harvest Inc. is recalling its Organic Quinoa Salad due to the potential presence of metal fragments. The affected product is sold in 350g packages with all batch codes and best before dates. The product was distributed nationwide. Consumers are advised to return the product to the place of purchase for a full refund. For more information, contact Healthy Harvest Inc. at 1-800-555-1234.","foreign bodies","other food product / mixed","metal fragment","Quinoa Salad"
"2020","11","5","us","Blue Sky Foods Recalls Vegan Protein Bars due to Plastic Contamination","Blue Sky Foods is recalling its Vegan Protein Bars due to the potential presence of small plastic pieces. The affected bars are sold in 250g packages with all batch codes and expiration dates. The product was distributed in retail stores across the United States. Customers are advised not to consume the product and to return it to the store for a full refund. For more information, contact Blue Sky Foods customer service at support@blueskyfoods.com.","foreign bodies","other food product / mixed","plastic fragment","Protein Bar"
"2017","3","15","fr","Recall of Gourmet Hummus due to Glass Fragments","On March 15, 2017, Delicious Delights is recalling its Gourmet Hummus due to the potential presence of glass fragments. The affected product is sold in 400g containers with all batch codes and best before dates. The product was distributed in supermarkets across France. Consumers are advised to return the product to the place of purchase for a full refund. For more information, contact Delicious Delights at info@deliciousdelights.fr.","foreign bodies","other food product / mixed","glass fragment","Hummus"
"2017","10","15","ca","Major Retailer Recalls Frozen Pizza Due To Mislabeling And Undeclared Allergens","OTTAWA, October 15, 2017 – A major Canadian retailer is recalling its frozen pizza products due to mislabeling and undeclared allergens. The products, labeled as vegetarian, actually contain chicken, which is a known allergen. Additionally, the packaging does not declare the presence of milk and soy, which are also potential allergens.\n                                  \nThe following products are subject to recall: \n                                   - 500g boxes of Veggie Delight Pizza containing chicken, milk, and soy.\n                                  \nThe products bear the establishment number EST. 1234 inside the CFIA mark of inspection on the label. They were produced between September 1, 2017, and October 10, 2017, and were distributed nationwide through various retail stores.\n                                  \nThe issue was discovered during a routine inspection by the Canadian Food Inspection Agency (CFIA). There have been no reported cases of adverse reactions related to the consumption of these products.\n                                  \nConsumers who have purchased these products are advised not to consume them. These products should be returned to the place of purchase for a full refund. Consumers with questions can contact the retailer's customer service at 1-800-555-1234.\n                                  \nThe CFIA is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the CFIA will notify the public through updated Food Recall Warnings.","fraud","other food product / mixed","mislabeling issues","frozen pizza"
"2023","7","15","ca","Canned soup products recalled due to undeclared allergens","Canned soup products recalled due to undeclared allergens The Canadian Food Inspection Agency (CFIA) has issued a recall for various brands of canned soup products due to undeclared allergens. The affected products may contain milk and soy, which are not declared on the product labels. Consumers with allergies to milk and soy should not consume these products. The recall affects the following products: Product name: Classic Chicken Soup Brand: Hearty Harvest Place of origin: Canada Net weight: 425 grams per can Best-before date: August 30, 2024 The CFIA is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the CFIA will notify the public through updated Food Recall Warnings, a CFIA spokesperson said. The CFIA is verifying that industry is removing recalled products from the marketplace. The CFIA is advising consumers to check their home for the recalled products and to throw them out or return them to the store where they were purchased. Consumers with questions about the recall can contact Hearty Harvest at 1-800-555-1234 during business hours. The CFIA will continue to monitor the situation and take appropriate action as needed. For more information, consumers can visit the CFIA website or contact their local public health authority. Ends/July 15, 2023","fraud","other food product / mixed","undeclared allergens","canned soup products"
"2023","7","12","fr","Recall of Various Organic Vegetables Due to Listeria Contamination","Recall of Various Organic Vegetables Due to Listeria Contamination\n\nSeveral batches of organic vegetables, including spinach, kale, and arugula, have been found to be contaminated with Listeria monocytogenes. This bacterium can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems. Although healthy individuals may suffer only short-term symptoms such as high fever, severe headache, stiffness, nausea, abdominal pain, and diarrhea, Listeria infection can cause miscarriages and stillbirths among pregnant women.\n\nProduct identification\nList of recalled products\nProduct name\tSize\tUse by date\nOrganic Spinach\t200g\t01/06/23 until 15/06/23\nOrganic Kale\t300g\t01/06/23 until 15/06/23\nOrganic Arugula\t150g\t01/06/23 until 15/06/23\nAction taken by the company\nThe company has initiated a recall from customers and is removing the affected products from the shelves. Point-of-sale notices have been produced for establishments supplied with affected batches.\n\nNo other products are known to be affected.\n\nAdvice to consumers\nIf you have purchased any of the above products before Saturday 10 June 2023, please do not consume these products. Instead, return the product to the store where you purchased it from. Any of the above products purchased on or after Saturday 10 June 2023 which have both a use-by date and a new batch code (beginning with 000002) are safe to consume as per instructions on the back of the packaging.","other hazard","other food product / mixed","listeria contamination","organic vegetables"
"2021","5","15","us","Green Valley Winery recalls their Sparkling Rose due to undeclared sulfites","Green Valley Winery is recalling bottles of their Sparkling Rose due to the presence of undeclared sulfites. People who have an allergy or severe sensitivity to sulfites run the risk of serious or life-threatening allergic reactions if they consume these products. The affected product comes in 750ml bottles with a lot code of L20235B. No other Green Valley Winery products are affected by this recall. Consumers who have purchased the recalled product are urged to return it to the place of purchase for a full refund. Contact Green Valley Winery at 1-800-555-1234 for more information. The recall was initiated after it was discovered that the product's labeling did not disclose the presence of sulfites. Subsequent investigation indicates the problem was caused by a temporary breakdown in the company's production and packaging processes. Production of the product has been suspended until the FDA and the company are certain that the problem has been corrected. Consumers with questions may contact the company at 1-800-555-1234 Monday through Friday, 9 am to 5 pm EST.","allergens","alcoholic beverages","sulfur dioxide and sulphites","wine"
"2022","3","15","us","SunnyVale Wines Recalls Merlot Due to Undeclared Sulfites","SunnyVale Wines is recalling its 2020 Merlot due to undeclared sulfites. People who have a severe sensitivity to sulfites run the risk of serious or life-threatening allergic reactions if they consume this product. The affected product was distributed in CA, OR, and WA through local retail stores and online sales. The recall was initiated after it was discovered that the product containing sulfites was distributed in packaging that did not reveal the presence of sulfites. Consumers who have purchased the affected product are urged to return it to the place of purchase for a full refund. No illnesses have been reported to date. For more information, contact SunnyVale Wines at 559-123-4567, Monday through Friday, 9 am to 5 pm PST.","allergens","alcoholic beverages","sulfur dioxide and sulphites","wine"
"2021","3","15","us","Recall of Craft Brewery's Seasonal Ale","Notice Craft Brewery has issued a recall for their Seasonal Ale due to potential chemical contamination. The affected product was distributed in California, Oregon, and Washington. Consumers are advised not to drink the product and return it to the place of purchase for a full refund. The recall affects 12 oz bottles with a best before date of June 15, 2022. For more information, contact Craft Brewery at 555-123-4567 or visit their website at www.craftbrewery.com.","chemical","alcoholic beverages","contaminant","ale"
"2005","6","25","us","Heaven Hill Distilleries—Evans Williams Bourbon Whiskey","PRA No. 2005/4112 Date published 25 Jun 2005 Product description 750ml Glass Bottle. Distributed by Heaven Hill Distilleries. Identifying features Batch Code - 0523456. What are the defects? May contain small metal fragments. What are the hazards? Ingestion of metal. What should consumers do? Return to the place of purchase for a full refund or replacement. Customer service: 1-800-555-1234. Supplier Heaven Hill Distilleries Inc. Where the product was sold Nationally Coordinating agency Food and Drug Administration is the coordinating agency for this recall. Product category Spirits × Close","foreign bodies","alcoholic beverages","metal fragment","bourbon"
"2019","4","17","fr","Vin de Bourgogne Recall","Les Vins de Bourgogne has recalled several batches of their 2018 Pinot Noir due to the potential presence of small glass fragments. The affected bottles were distributed to various supermarkets and wine shops across the country. Consumers are advised not to drink the wine and to return any affected bottles to the point of purchase for a full refund. The recall affects bottles with the lot numbers LB234K18 and LB235L18. For more information, contact Les Vins de Bourgogne at 01 23 45 67 89.","foreign bodies","alcoholic beverages","glass fragment","wine"
"2023","10","15","fr","Recall of Château de Beaune Wine due to potential glass fragments","Château de Beaune is recalling its 2021 vintage red wine due to the potential presence of glass fragments. The affected bottles have lot numbers L3456N7 and L3457N8, which can be found on the bottle neck. Consumers are advised not to drink the wine and to return any unopened bottles to the point of purchase for a full refund. For more information, contact Château de Beaune at 01 45 67 89 01. The recall is being conducted in cooperation with the French food safety authorities. No other Château de Beaune products are affected by this recall. This recall was initiated after internal quality checks identified the issue. There have been no reports of injuries related to this product. Consumers who have purchased the affected product should dispose of it safely and contact the company for further instructions. The company apologizes for any inconvenience caused and assures consumers that their safety is a top priority.","foreign bodies","alcoholic beverages","glass fragment","wine"
"2020","5","12","au","Blue Mountain Brewing Company—Craft Lager 330ml Bottles","PRA No. 2020/12543 Date published 12 May 2020 Product description Craft Lager in 330ml bottles. Batch code L19234. What are the defects? The recall is due to a mislabeling issue where the alcohol content is incorrectly stated as 4.5% instead of the actual 5.2%. What are the hazards? Consumers may be misled about the alcohol content, leading to potential overconsumption and related risks. What should consumers do? Consumers should not drink this product and return it to the place of purchase for a full refund. For further information, please contact Blue Mountain Brewing Company on 03 9876 5432. Supplier Blue Mountain Brewing Company Traders who sold this product Various liquor stores and supermarkets Where the product was sold Nationally Recall advertisements and supporting documentation Craft Lager Recall Notice.pdf (98.32 KB) Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Craft Lager Close","fraud","alcoholic beverages","incorrect alcohol labeling","beer"
"2021","3","18","ca","Sunset Vineyards — Merlot 2018 750mL","PRA No. 2021/19234 Date published 18 Mar 2021 Product description Merlot 2018 750mL Bottle Identifying features Batch Code: MER2018-03 Best before date: 31 Dec 2023 What are the defects? The product is mislabeled as a Merlot when it actually contains a blend of grapes, including Syrah and Cabernet Sauvignon. What are the hazards? The incorrect labeling could lead consumers to believe they are purchasing a pure Merlot, which may cause dissatisfaction or allergic reactions for those sensitive to certain grape varieties. What should consumers do? Consumers should return the product to the place of purchase for a full refund. For further information, contact Sunset Vineyards at 1-800-555-1234 or visit www.sunsetvineyards.com Supplier Sunset Vineyards Traders who sold this product Liquor stores and wine shops Where the product was sold Ontario, Quebec Dates available for sale 1 Feb 2021 - 15 Mar 2021 Recall advertisements and supporting documentation Recall advertisement.pdf (50.3 KB) Coordinating agency Canadian Food Inspection Agency is the coordinating agency for this recall. Product category Wine × Sunset Vineyards Merlot 2018 Close","fraud","alcoholic beverages","mislabeling","wine"
"2023","9","15","us","Budweiser Light Beer","On September 15 2023 Anheuser-Busch issued a recall for Budweiser Light Beer due to mislabeling of alcohol content. The labels incorrectly state an alcohol by volume (ABV) of 4.2% instead of the actual 5.0%. This mislabeling could lead to unintentional overconsumption and potential health risks. The affected products were distributed nationwide in 12-packs and 24-packs with a best-before date of November 30, 2023. Consumers are advised not to consume the product and to return it to the place of purchase for a full refund. For more information, contact Anheuser-Busch Customer Service at 1-800-342-5283 or visit www.anheuser-busch.com. The company has also issued a public notice to retailers to remove the product from shelves. Consumers with concerns about their health should seek medical advice. This recall is a precautionary measure to ensure consumer safety. The affected product can be identified by the batch number B12345 and UPC code 008237004150. Anheuser-Busch is committed to maintaining the highest quality standards and apologizes for any inconvenience caused. The recall is being conducted in cooperation with the U.S. Food and Drug Administration (FDA). For the latest updates, consumers can follow Anheuser-Busch on social media or subscribe to their newsletter. The company will continue to monitor the situation and provide further information as necessary. The safety of our consumers is our top priority, and we appreciate your understanding and cooperation during this recall.","fraud","alcoholic beverages","mislabeling of alcohol content","beer"
"2007","5","15","us","Miller Brewing Company—High Life Light","PRA No. 2007/4056 Date published 15 May 2007 Product description Miller High Life Light 12-pack of 12oz bottles. Batch number 456789. Distributed nationwide. What are the defects? Potential weakness in the bottle glass may cause it to shatter during handling. What should consumers do? Do not consume the product. Customers should contact Miller Brewing Company at 1-800-999-999 for a full refund or replacement. No receipt is required. Supplier Miller Brewing Company Where the product was sold Nationwide Coordinating agency Food and Drug Administration is the coordinating agency for this recall. Product category Beer × Close","packaging defect","alcoholic beverages","packaging defect","beer"
"2012","8","27","ca","Labatt Brewing Company—Blue Light","PRA No. 2012/7213 Date published 27 Aug 2012 Product description Labatt Blue Light 24-pack of 355ml bottles. Batch number 789123. Distributed in Ontario and Quebec. What are the defects? A manufacturing defect may cause the bottle caps to become loose or detached. What should consumers do? Return the product to the point of purchase for a full refund. Do not attempt to open the bottles. For more information, call Labatt Brewing Company at 1-888-888-888. Supplier Labatt Brewing Company Where the product was sold Ontario, Quebec Coordinating agency Canadian Food Inspection Agency is the coordinating agency for this recall. Product category Beer × Close","packaging defect","alcoholic beverages","packaging defect","beer"
"2015","3","10","uk","Greene King Brewery—Abbot Ale","PRA No. 2015/2945 Date published 10 Mar 2015 Product description Abbot Ale 500ml bottles. Batch number 345678. Distributed across the UK. What are the defects? Faulty bottle caps may cause leakage or spillage upon opening. What should consumers do? Return the product to the retailer for a full refund. Do not consume if the bottle appears damaged. For further details, contact Greene King Brewery at 0800 000 000. Supplier Greene King Brewery Where the product was sold United Kingdom Coordinating agency Food Standards Agency is the coordinating agency for this recall. Product category Beer × Close","packaging defect","alcoholic beverages","packaging defect","beer"
"2016","8","25","ca","Red Wine Co. recalls vintage 2014 Merlot","Red Wine Co. recalls its 2014 vintage Merlot due to a potential packaging defect. The cork may dislodge prematurely, causing the bottle to leak or break. Consumers are advised not to open the product and to return it to the place of purchase for a full refund. The affected product has the lot number MRLT2014 and was distributed nationally through retail stores and online. For more information, contact Red Wine Co. at 1-800-555-1234 or email support@redwineco.com.","packaging defect","alcoholic beverages","leaking packaging","wine"
"2016","7","22","uk","Heineken UK recalls 'Cidre Doux' due to bottle breakage concerns","Heineken UK is recalling bottles of its ‘Cidre Doux’ because there have been reports of some bottles breaking. The FSA has issued a Product Recall Information Notice.\nProduct: Cidre Doux Bottle size: 750ml Batch code: L6234 No other batches or products are known to be affected. The company is recalling the product and has contacted all its retail customers to inform them about the recall. Details on how to handle an unopened bottle safely and arrange a refund can be found in the company’s communication.\nIf you have bought the product, do not drink it. Instead, contact Heineken UK on 020 7645 5555 or customer.service@heineken.co.uk for further information.\nIf there is an issue with a food product that means it should not be sold, it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to inform consumers and local authorities about problems associated with food. In some cases, a 'Food Alert for Action' is issued, providing local authorities with specific actions to be taken on behalf of consumers. Subscribe to alerts to get the latest FSA alerts about product recalls and withdrawals, including Food Alerts for Actions. Subscribe to get alerts by email or follow us on Twitter @foodgov for alerts and other news.","packaging defect","alcoholic beverages","broken bottles","cidre"
"2019","7","22","de","Wilhelm's Classic Beer Recalled due to Faulty Bottles","Wilhelm Brewing Company is initiating a voluntary recall of its Wilhelm's Classic Beer due to a potential defect in the bottles that could cause them to shatter. The affected products were distributed nationwide in various supermarkets and convenience stores.\nThe recall affects Wilhelm's Classic Beer in 500ml bottles with the following batch codes and best before dates:\nBatch Code: WCB201907 Best Before: 12/2020\nBatch Code: WCB201908 Best Before: 01/2021\nThe company has advised consumers not to open or consume the product. Instead, they should return it to the point of purchase for a full refund.\nWilhelm Brewing Company regrets any inconvenience caused and assures that no other products are affected by this recall.\nFor further information, consumers can contact Wilhelm Brewing Company at 030-12345678 or email support@wilhelmbrewing.de.","packaging defect","alcoholic beverages","faulty packaging","beer"
"2020","3","15","us","Vintage Vine's Special Reserve Red Wine recalled due to leaking bottles","Food Recall Notice - Vintage Vine's Special Reserve Red Wine recalled due to leaking bottles Recall date: March 15, 2020 Reason for recall: Packaging Defect Hazard classification: Class 2 Company / Firm: Vintage Vine Wineries Distribution: California, Oregon Extent of the distribution: Retail Reference number: 23456 Contents Recall details Recalled products What you should do Background Illnesses More information Photos Media enquiries Recall details Sacramento, March 15, 2020 - Vintage Vine Wineries is recalling Vintage Vine's Special Reserve Red Wine from the marketplace due to leaking bottles. Consumers should not consume the recalled products described below. Recalled products Brand Name Common Name Size Code(s) on Product UPC Vintage Vine's Special Reserve Red Wine 750 mL All codes 8 987654 32109 8 What you should do Check to see if you have recalled products in your home. Recalled products should be discarded. Sign up for recall notifications by email, follow us on Twitter, or join the CFIA community on Facebook View our detailed explanation of the food safety investigation and recall process Background This recall was triggered by consumer complaints. The U.S. Food and Drug Administration (FDA) is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the FDA will notify the public through updated Food Recall Warnings. The FDA is verifying that industry is removing recalled product from the marketplace. Illnesses There have been no reported injuries or illnesses associated with the consumption of these products. More information For more information, consumers and industry can contact the FDA by filling out the online feedback form. Product photos Printer ready version of photos Media enquiries FDA Media Relations 202-555-0123 Date modified: 2020-03-15","packaging defect","alcoholic beverages","leaking bottles","wine"
"2022","3","15","us","Redwood Vineyard's Sparkling Wine Recalled","Product Recall Notice: Redwood Vineyard's Sparkling Wine\n\nDate published: March 15, 2022\n\nProduct information: Redwood Vineyard is recalling their Sparkling Wine, 750ml bottles. The product was available for sale in select wine shops and online retailers nationwide. Batch numbers affected are L2345 and L2346.\n\nProblem: The recall is due to reports of bottles leaking and, in some cases, exploding due to over-carbonation.\n\nFood safety hazard: The leaking and exploding bottles pose a risk of injury to consumers.\n\nCountry of origin: United States\n\nWhat to do: Consumers are advised not to open or consume the product. Please dispose of the bottles safely and contact Redwood Vineyard at 1-800-555-1234 or support@redwoodvineyard.com for a full refund.\n\nFor further information, visit: www.redwoodvineyard.com/recall\n\nRelated links: Recall Notice (PDF 150kb)","packaging defect","alcoholic beverages","leaking bottles","sparkling wine"
"2021","3","12","fr","Recall of Plastic Food Containers Due to Migration of Harmful Chemicals","Recall of Plastic Food Containers Due to Migration of Harmful Chemicals Notice Thursday, 12 March 2021 Summary Category 2: For Information Alert Notification: 2021.10 Product: Plastic Food Containers, various colors; product code: FDC2021 Country Of Origin: Vietnam Message: A recall has been issued for plastic food containers due to the migration of harmful chemicals. These containers were sold between January 2021 and March 2021. The recall does not affect containers with the label “Made in Germany.” Health concerns are not expected from short-term use, but chronic exposure may lead to health issues.\nRecall of Plastic Food Containers Due to Migration of Harmful Chemicals Notice Thursday, 12 March 2021 Summary Category 2: For Information Alert Notification: 2021.10 Product: Plastic Food Containers, various colors; product code: FDC2021 Country Of Origin: Vietnam Message: A recall has been issued for plastic food containers due to the migration of harmful chemicals. These containers were sold between January 2021 and March 2021. The recall does not affect containers with the label “Made in Germany.” Health concerns are not expected from short-term use, but chronic exposure may lead to health issues.","migration","food contact materials","other","plastics"
"2015","7","22","au","Yummi Bites Pty Ltd — Fruit Jelly Bites","PRA No. 2015/3948 Date published 22 Jul 2015 Product description Yummi Bites Fruit Jelly Bites, 200g packs. Identifying features Best Before: 12-12-2016. What are the defects? The product contains konjac, which is not permitted in Australia. What are the hazards? Choking hazard. What should consumers do? Do not consume this product and return it to the place of purchase for a full refund. For further information contact Yummi Bites Pty Ltd on (02) 9876 5432. Supplier Yummi Bites Pty Ltd Where the product was sold New South Wales, Queensland Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close","food additives and flavourings","confectionery","e 425 - konjac unauthorised","jellies"
"2019","3","12","us","Sweet Delights Co. recalls Mini Fruit Jellies due to undeclared ingredient","Sweet Delights Co. is recalling Mini Fruit Jellies because the products contain an undeclared food additive, agar, which is not permitted in jelly products as it presents a choking hazard. Product details Mini Fruit Jellies Pack size 300g bag (15 pieces) Best before all dates Batch description Assorted Fruit Flavours No other Sweet Delights Co. products are known to be affected. Risk statement Choking Hazard The product contains Agar which can present a choking hazard. Action taken by the company Sweet Delights Co. is recalling the above products and has informed its customers. A point-of-sale notice will be displayed in all retail stores that are selling these products. This notice explains to customers why the products are being recalled and tells them what to do if they have bought the products. Please see the attached notice. Sweet Delights point-of-sale notice (March 2019) Our advice to consumers If you have bought one of the above products do not eat it. Instead, return it to the store from where it was bought. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-33-2019 Subscribe to news and alerts","food additives and flavourings","confectionery","e 425 - agar unauthorised","jellies"
"2019","2","14","us","Sweet Delights Inc. — Mini Fruit Jelly Cups (Assorted Flavours)","Recall Notice Date published 14 Feb 2019 Product description Mini jelly cups containing konjac What are the defects? The mini jelly cups contain konjac. Mini jelly cups containing konjac are permanently banned in the United States. What are the hazards? Potential choking hazard if swallowed whole. May lodge in the throat and restrict air supply. What should consumers do? Consumers should immediately cease consumption of the product and should return it to place of purchase for a full refund. For further information, contact Sweet Delights Inc. at info@sweetdelights.com Supplier Sweet Delights Inc. Traders who sold this product See attached traders list List of traders who sold this product Traders List.xlsx Where the product was sold California Dates available for sale 15 October 2018 - 7 January 2019 Recall advertisements and supporting documentation Recall Advertisement.pdf (120.35 KB) Responsible regulator Food and Drug Administration is the responsible regulator for this recall. Product category Mini jelly cups containing konjac × Assorted flavour mini jelly cups Close","food additives and flavourings","confectionery","e 425 - konjac unauthorised","jellies"
"2020","4","15","us","Recall of SunnyDay Candies Due to Undisclosed Artificial Coloring","Recall of SunnyDay Candies Due to Undisclosed Artificial Coloring Issued 15 April 2020 Summary Category 2: For Information Alert Notification: 2020.04 Product: SunnyDay Candies Batch Code: 4567, ‘best-before’ date: 30/09/2020, pack size: 300g Country Of Origin: United States Message: The above batch of SunnyDay Candies is being recalled from sale, as the product contains undisclosed artificial coloring, which exceeds the maximum permitted levels under FDA regulations. Consumers who have purchased this product should return it to the place of purchase for a full refund.","food additives and flavourings","confectionery","other","assorted candies"
"2021","12","14","uk","Kingsmill Recalls Bread Due to Unusual Aftertaste","Kingsmill has issued a recall for its Kingsmill 50/50 bread due to reports of an unusual aftertaste. The affected products have a best before date of 15 Dec 2021. The recall is a precautionary measure as the company investigates the cause of the issue. Consumers who have purchased the affected product are advised not to consume it and to contact Kingsmill for a full refund. The recall does not affect any other Kingsmill products. Kingsmill apologizes for any inconvenience caused.","organoleptic aspects","cereals and bakery products","unusual aftertaste","bread"
