"year","month","day","country","title","text","hazard_category","product_category","hazard","product"
"2022","3","15","us","Sonoma Vineyards Limited Edition Red Blend","Notification - Sonoma Vineyards Limited Edition Red Blend Recalled Due to Potential Glass Fragmentation From: U.S. Food and Drug Administration Recall date: March 15, 2022 Reason for recall: Potential glass fragmentation Hazard classification: Class 2 Company: Sonoma Vineyards Distribution: Nationwide Extent of the distribution: Retail and online stores Reference number: 34567 Product description: Sonoma Vineyards Limited Edition Red Blend, 750ml bottle. Batch numbers 031522 and 031622. The product has been available for sale at major retailers and online stores nationwide. Problem: The recall is due to potential glass fragmentation in the bottle. Food safety hazard: This product may cause injury due to glass fragments. Country of origin: United States What to do: Consumers should not open or consume this product. Customers should safely dispose of the product and contact Sonoma Vineyards Customer Service at 1-800-555-1234 or support@sonomavineyards.com for a full refund or replacement. For further information, please visit the Sonoma Vineyards website.","packaging defect","alcoholic beverages","glass fragmentation","wine"
"2022","5","12","us","Brewery X Recalls Craft Beer Due to Potential Bottle Breakage","Brewery X is recalling its Craft Beer due to potential bottle breakage. The affected products include the 750ml bottles with batch codes 345 and 346, best before dates of September 2023. The recall is due to a defect that may cause the bottles to break during handling or transportation, posing a risk of injury. No other products are affected by this recall. Consumers who have purchased the affected product are advised not to drink it and to contact Brewery X for a refund. The company is working with retailers to remove the product from shelves. For more information, contact Brewery X at support@breweryx.com or call 1-800-123-4567.","packaging defect","alcoholic beverages","bottle breakage","beer"
"2023","9","25","fr","Vin du Sud recalls its 'Chardonnay Reserve'","Vin du Sud is recalling its 'Chardonnay Reserve' due to reports of bottles breaking. If you have purchased this product, do not consume it. The DGCCRF has issued a Product Recall Notice.\nProduct: Chardonnay Reserve Bottle size: 75cl Batch number: L6234, L6235, L6236 This product has been sold in retail stores and online. Vin du Sud has contacted all known customers via email and phone to inform them of the recall.\nFor more information or to arrange a refund, please contact: tel: 01 45 67 89 01 email: customer.service@vindusud.fr\nIf there is an issue with a food product that means it should not be sold, it might be 'withdrawn' (removed from shelves) or 'recalled' (customers are asked to return the product). The DGCCRF issues Product Withdrawal Information Notices and Product Recall Information Notices to inform consumers and local authorities about food-related problems. In some cases, a 'Food Alert for Action' is issued, providing local authorities with specific actions to take on behalf of consumers.","packaging defect","alcoholic beverages","broken bottles","wine"
"2022","4","12","ca","Royal Oak Distillery—Craft Beer Recall","Royal Oak Distillery is recalling several batches of its 750mL craft beer bottles due to a potential packaging defect. The affected products include 'Royal Oak IPA' with best before dates 05/23 and 06/23, and 'Royal Oak Stout' with best before dates 07/23 and 08/23. The bottles may have a defect that causes the caps to pop off unexpectedly, posing a risk of injury. Consumers are advised to handle the bottles with care and return them to the point of purchase for a full refund. The recall affects products sold in Ontario and Quebec from March 1, 2022, to April 12, 2022. For more information, contact Royal Oak Distillery at 1-800-555-1234. Recall Notice: RoyalOakRecall.pdf (150.2 KB)","packaging defect","alcoholic beverages","defective cap","beer"
"2018","4","25","us","Santa Margherita—Pinot Grigio Wine","PRA No. 2018/4256 Date published 25 Apr 2018 Product description Santa Margherita Pinot Grigio 750ml Wine. Identifying features Lot Code L8765. (Lot code can be found on the bottle label.) What are the defects? Due to a manufacturing error, the bottle caps may not be properly sealed, leading to leaks. What should consumers do? Consumers are advised not to consume the product and return it to the place of purchase for a full refund. For more information, please contact Santa Margherita at 1-800-123-4567. Supplier Santa Margherita Where the product was sold Nationally Coordinating agency U.S. Food and Drug Administration (FDA) is the coordinating agency for this recall. Product category Drinks × Close","packaging defect","alcoholic beverages","leaking bottles","wine"
"2023","7","15","uk","Crafty Brews brand Pale Ale recalled due to faulty sealing","Notification - Crafty Brews brand Pale Ale recalled due to faulty sealing Recall / advisory date: July 15, 2023 Reason for recall / advisory: Packaging issue classification: Class 2 Company / Firm: Crafty Brews Ltd Distribution: Nationwide Extent of the distribution: Retail Reference number: 23456 Contents Affected products Public enquiries and media Affected products Brand Name Common Name Size UPC Code(s) on Product Crafty Brews Pale Ale 330 ml 8 76543 21123 None Public enquiries and media Public enquiries Telephone: 0800 123 4567 Email: info@craftybrews.co.uk Media relations Telephone: 020 7890 1234 Email: media@craftybrews.co.uk Date modified: 2023-07-16","packaging defect","alcoholic beverages","faulty sealing","pale ale"
"2022","3","17","ca","Craft Brewing Co. recalls select 500ml bottles due to potential for breakage","Craft Brewing Co. is recalling specific batches of its 500ml bottles due to the potential for breakage during handling or transportation. The affected products include their ‘Hoppy Hour IPA’ and ‘Midnight Stout.’ The recalled bottles were distributed nationwide to various retailers and liquor stores.\nProduct: Hoppy Hour IPA Bottle size: 500ml Batch code: HHIPA2203 Best before date: 03/2023 Product: Midnight Stout Bottle size: 500ml Batch code: MSTOUT2203 Best before date: 04/2023 No other products or batch codes are affected by this recall.\nCraft Brewing Co. is working closely with retailers to remove the affected products from shelves. Consumers who have purchased the recalled bottles are advised not to open or consume them. Instead, they should return the bottles to the place of purchase for a full refund or contact Craft Brewing Co. directly at 1-800-555-1234 or support@craftbrewingco.com for further instructions.\nThe Canadian Food Inspection Agency (CFIA) is monitoring the effectiveness of the recall. More information can be found on the CFIA’s website.","packaging defect","alcoholic beverages","faulty packaging","beer"
"2020","7","15","ca","Glass Bottle Recall for Whiskey Blend","Whiskey Blend Ltd. is recalling its premium 750mL whiskey bottles due to a potential defect in the glass packaging. The affected products have batch numbers B1234C and B1234D, sold nationwide between March 2020 and July 2020. The defect may cause the bottle to shatter when opened, posing a risk of injury.\nConsumers are advised not to open or consume the product. For a full refund, return the product to the point of purchase. If you have any concerns about your health, please seek medical advice.\nThe recall applies only to the products with the specified batch numbers.\nCountry of Origin: Canada. Whiskey Blend Ltd. apologizes for any inconvenience caused by this recall. For further information, please contact our customer service at 1-800-555-5555.","packaging defect","alcoholic beverages","broken glass","whiskey"
"2021","8","3","us","Broken Bottle Brewing Co.—Summer Ale","Broken Bottle Brewing Co. is issuing a recall for their Summer Ale due to potential packaging issues. The product was distributed in 12-ounce glass bottles and may have been sold nationwide. The recall is due to reports of bottles breaking during transportation and handling, which could cause injury. The affected batches have a best-by date of 03/22. Consumers are advised to handle the bottles with care and dispose of them safely. For more information, contact Broken Bottle Brewing Co. at 1-800-555-1234 or visit their website at www.brokenbottlebrewing.com.","packaging defect","alcoholic beverages","broken bottles","beer"
"2020","4","15","us","BrewCo's IPA recalled due to reports of leaking bottles","BrewCo has announced a recall of its popular IPA due to reports of leaking bottles. The recall affects bottles with the batch code 345 and a best-before date of October 2020. Consumers are advised not to drink the product and to return it to the place of purchase for a full refund. BrewCo has stated that no other products are affected by this issue. The recall was initiated after several reports of bottles leaking, which could pose a risk to consumers. For more information, consumers can contact BrewCo at 1-800-987-6543 or visit their website. This recall is being conducted with the knowledge of the FDA.","packaging defect","alcoholic beverages","leaking packaging","beer"
"2019","4","15","us","Lakeside Lager","Lakeside Brewing Company is recalling its Lakeside Lager 12-ounce bottles due to a packaging issue. The affected bottles have a best before date of 12/01/20. The recall is due to a risk of the bottles leaking or breaking, which could potentially cause injury. Consumers are advised not to drink this product and to return it to the place of purchase for a full refund. The product was sold in various retail stores across the Midwest region. No other Lakeside Brewing Company products are affected by this recall. For more information, please contact Lakeside Brewing Company at 800-555-1234 or visit their website at www.lakesidebrewing.com.","packaging defect","alcoholic beverages","leaking packaging","lager"
"2022","3","15","us","Hoppy Times IPA Beer recalled due to bursting cans","Notification - Hoppy Times IPA Beer recalled due to bursting cans From: U.S. Food and Drug Administration Recall date: March 15, 2022 Reason for recall: Potential for increased pressure in cans causing them to burst Distribution: California, Oregon Extent of the distribution: Retail Reference number: 23456 Contents Affected products Brand Name Common Name Size UPC Code(s) on Product Hoppy Times IPA Beer 473 ml 8 12345 67890 1 Public enquiries and media Public enquiries Toll-free: 1-888-463-6332 (U.S.) Telephone: 1-202-720-2791 (local or international) Email: contact@fda.gov Media relations Telephone: 202-720-2791 Email: media@fda.gov Date modified: 2022-03-16","packaging defect","alcoholic beverages","bulging packaging","beer"
"2019","5","20","us","Lone Star Distillery—Whiskey Recall","Lone Star Distillery has issued a recall for their 2018 batch of 'Lone Star Aged Whiskey' due to a packaging defect. The affected product comes in a 750ml bottle with the batch code B3456. The defect involves a weak seal on the bottle cap, which may cause leakage and potential contamination. Consumers are advised not to consume the product and to return it to the point of purchase for a full refund. For more information, please contact Lone Star Distillery at 1-800-555-1234 or visit their website at www.lonestardistillery.com. The recall affects products sold nationwide. The U.S. Food and Drug Administration (FDA) is coordinating this recall. Product category Alcoholic Beverages × Close","packaging defect","alcoholic beverages","leakage","whiskey"
"2019","4","15","de","Bavarian Brewery Lager recalled due to defective bottle caps","Bavarian Brewery has issued a recall for their Lager beer due to defective bottle caps that may detach upon opening. The affected products include: Bavarian Brewery Lager, 500ml bottles, with best before dates ranging from 01/05/20 to 30/06/20. The recall affects all retailers nationwide. Consumers are advised to return the product to the point of purchase for a full refund. For further information, contact Bavarian Brewery customer service at 0800-555-1234. The German Food Safety Authority has been notified and is overseeing the recall process.","packaging defect","alcoholic beverages","defective caps","beer"
"2021","7","15","us","Craft Brewery Co. recalls IPA due to packaging issues","Craft Brewery Co. is recalling its IPA due to reports of some bottles bursting. Consumers are advised not to consume the product. The recall affects 12-ounce bottles with the lot numbers 031521 and 032021. The beer has been distributed in major retail stores across the country. Customers who have purchased the affected product should dispose of it carefully and contact Craft Brewery Co. for a full refund. For further information, please contact Craft Brewery Co. at 1-800-555-1234 or email support@craftbreweryco.com.","packaging defect","alcoholic beverages","bulging packaging","beer"
"2017","6","2","de","Bavarian Brewery recalls Hops & Harvest Lager","Bavarian Brewery is recalling its Hops & Harvest Lager due to reports of cracked bottles. The affected bottles were distributed throughout Bavaria and were sold in retail stores and supermarkets. The recall affects bottles with the lot number HH0317 and a best before date of November 2018. Consumers are advised not to open or consume the product and to return it to the place of purchase for a full refund. The company has initiated an investigation to determine the cause of the issue and ensure the safety of its products. For more information, consumers can contact Bavarian Brewery customer service at 089-1234567 or email support@bavarianbrewery.de. The recall is being conducted in cooperation with local health authorities to ensure consumer safety.","packaging defect","alcoholic beverages","cracked bottles","beer"
"2017","5","15","uk","Whisky recall due to faulty bottle caps","Recall Notice - Whisky Recall Due to Faulty Bottle Caps Recall date: May 15, 2017 Reason for recall: Defective Packaging Hazard classification: Class 1 Company / Firm: Highland Distilleries Distribution: United Kingdom Extent of the distribution: Retail Reference number: 34567 Contents Recall details Recalled products What you should do Background Illnesses More information Photos Media enquiries Recall details London, May 15, 2017 - Highland Distilleries is recalling its premium whisky due to faulty bottle caps that may cause leakage. Consumers should not consume the recalled products described below. Recalled products Brand Name Common Name Size Code(s) on Product UPC Highland Gold Whisky 700 mL All codes 5 01234 56789 0 What you should do Check to see if you have recalled products in your home. Recalled products should be returned to the place of purchase for a full refund. For more information, contact Highland Distilleries at 0800 123 456. Background This recall was triggered by consumer complaints. The Food Standards Agency (FSA) is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the FSA will notify the public through updated Food Recall Warnings. The FSA is verifying that industry is removing recalled product from the marketplace. Illnesses There have been no reported injuries or illnesses associated with the consumption of these products. More information For more information, consumers and industry can contact the FSA by filling out the online feedback form. Product photos Printer ready version of photos Media enquiries FSA Media Relations 020 7276 8846 Date modified: 2017-05-15","packaging defect","alcoholic beverages","faulty caps","whisky"
"2023","9","12","us","Four Peaks Brewing Company recalls bottles of its Pumpkin Porter due to potential breakage","Four Peaks Brewing Company is recalling bottles of its Pumpkin Porter due to a manufacturing defect that may cause the bottles to break. Consumers are advised not to drink this product. The FDA has issued a Product Recall Information Notice. The affected product details are as follows: Product: Four Peaks Pumpkin Porter Bottle size: 650ml Batch: 03 Barcode: 850000165432 ‘Best before’ date: 15 October 2023 The company has recalled the product from retailers and has halted production until the issue is resolved. Consumers should not attempt to transport or return the bottles but should dispose of them safely. For a full refund, contact the retailer where the product was purchased. For any questions, email support@fourpeaks.com or call 602-254-7325. No other batches or products are affected. If a food product is unsafe for sale, it might be 'withdrawn' (removed from shelves) or 'recalled' (consumers are asked to return the product). The FDA issues notices to inform consumers and local authorities about food-related issues. Subscribe to FDA alerts for the latest product recalls and withdrawals.","packaging defect","alcoholic beverages","bulging packaging","beer"
"2023","9","15","us","Brewmaster's Select IPA recalled due to faulty bottle caps","Notification - Brewmaster's Select IPA recalled due to faulty bottle caps From: U.S. Food and Drug Administration Recall date: September 15, 2023 Reason for recall: Packaging defect - The bottle caps may not seal properly, leading to leakage and potential contamination. Hazard classification: Class 2 Company: Brewmaster's Select Brewery Distribution: Nationwide Extent of the distribution: Retail and online Reference number: 23-915 Affected products Brand Name Common Name Size UPC Code(s) on Product Brewmaster's Select IPA 12 oz 8 12345 67890 1 Brewmaster's Select IPA 24 oz 8 12345 67891 8 Public enquiries and media Public enquiries Toll-free: 1-800-555-1234 (U.S.) Email: contact@brewmastersselect.com Media relations Telephone: 555-444-3333 Email: media@brewmastersselect.com Report a problem on this page Date modified: 2023-09-16","packaging defect","alcoholic beverages","leaky packaging","beer"
"2021","7","15","us","Brewmaster's Special Ale recalled due to faulty bottle caps","Notification - Brewmaster's Special Ale recalled due to faulty bottle caps Recall / advisory date: July 15, 2021 Reason for recall / advisory: Packaging Defect classification: Class 2 Company / Firm: Craft Brewery Inc. Distribution: Nationwide Extent of the distribution: Retail Reference number: 22021 Contents Affected products Public enquiries and media Affected products Brand Name Common Name Size Code(s) on Product UPC Brewmaster's Special Ale 500 ml 06-15-21 08-20-21 6 34567 89012 3 Public enquiries and media Public enquiries Toll-free: 1-800-555-1234 (U.S.) Telephone: 1-555-123-4567 (local or international) Media relations Telephone: 555-789-0123 Email: info@craftbrewery.com Date modified: 2021-07-16","packaging defect","alcoholic beverages","faulty bottle caps","ale"
"2022","3","15","us","Blue Moon Brewing Company recalls 'Blue Moon Belgian White Ale' due to risk of bottle breakage","Blue Moon Brewing Company is recalling its 'Blue Moon Belgian White Ale' due to a risk of bottle breakage. The affected bottles have a batch code of 345Z and a best-before date of September 2023. Consumers are advised not to drink the product and to contact the company for a refund. The recall notice can be found on the company's website. The FSA issues Product Recall Information Notices to inform consumers and local authorities about potential hazards associated with food products. If you have purchased the affected product, follow the instructions provided by the company for a refund. For more information, contact Blue Moon Brewing Company at 1-800-222-5581 or email qualityassurance@bluemoonbrewing.com. Stay updated with the latest food safety alerts by subscribing to the FSA email notifications or following @foodgov on Twitter.","packaging defect","alcoholic beverages","damaged bottles","beer"
"2021","5","22","au","Sweet Treats Ltd. recalls Chocolate Delight Bars due to faulty wrapping","Sweet Treats Ltd. is recalling its Chocolate Delight Bars due to faulty wrapping that could lead to contamination. The affected products are Chocolate Delight Bars, pack size 200g, with all batch codes and best before dates up to December 2021. Consumers are advised not to consume the product and return it to the place of purchase for a full refund. For more information, contact Sweet Treats Ltd. at their customer service number.","packaging defect","confectionery","faulty packaging","chocolate bar"
"2022","5","15","us","Candy Craze Recalls Sugar-Coated Gummies Due to Faulty Sealing","Candy Craze is recalling its Sugar-Coated Gummies due to faulty sealing that may compromise product quality. The affected products include all batch codes with a best-by date between May 20, 2022, and June 30, 2022. The company has initiated a voluntary recall, and point-of-sale notices will be displayed in all retail stores that sell this product. Consumers are advised not to consume the product and return it to the store for a full refund. For more information, contact Candy Craze customer service.","packaging defect","confectionery","faulty sealing","gummies"
"2021","4","12","de","Recall of Schmidt's Chocolates due to mislabeling","Schmidt's Chocolates is recalling its assorted chocolate boxes due to mislabeling. The outer packaging incorrectly lists the contents, which may contain allergens not declared on the label. This poses a risk to consumers with specific dietary needs. Product details: Schmidt's Assorted Chocolates, pack size: 300g, all batch codes and best before dates. The company advises consumers who have bought the product to return it to the store for a full refund. For more information, contact Schmidt's customer service at 0800-123456.","packaging defect","confectionery","mislabeling","chocolate"
"2021","3","15","de","Recall of Sweet Delights Chocolate Bars Due to Improper Sealing","Recall of Sweet Delights Chocolate Bars Due to Improper Sealing. Sweet Delights is recalling its chocolate bars due to improper sealing, which may lead to contamination. Product details Sweet Delights Chocolate Bars, pack size: 200 g Batch Code: All batch codes, all best before dates Country Of Origin: Germany Message: Sweet Delights is recalling its chocolate bars due to improper sealing. This issue may lead to contamination, posing a health risk to consumers. Affected products should not be consumed and can be returned to the point of purchase for a full refund. Ref: DSA-2021-03-15","packaging defect","confectionery","improper sealing","chocolate bars"
"2021","3","14","de","Candy Crunch Bars Recalled Due to Faulty Wrapping","Candy Crunch Bars have been recalled due to faulty wrapping that may not properly seal the product. This issue could lead to contamination and pose a health risk. Affected batches include all products with expiration dates between March 15, 2021, and April 30, 2021. Consumers are advised to return the product to the point of purchase for a full refund. For further information, contact the manufacturer's customer service line.","packaging defect","confectionery","faulty wrapping","chocolate bar"
"2023","10","2","ca","Sunny Farms Recalls Canned Peaches Due to Packaging Issues","Sunny Farms Inc. is recalling its 15-ounce cans of Sunny Farms Peaches in Light Syrup due to a potential packaging defect. The issue may cause the cans to leak or bloat, compromising the product’s safety. Affected products have the batch code PCH20230815 and a best-before date of August 2025. These cans were distributed nationally to various retail stores. Consumers who have purchased the affected products are advised not to consume them and to return them to the place of purchase for a full refund. For further information, contact Sunny Farms Customer Service at 1-800-555-1234 or email info@sunnyfarms.com. This recall is being carried out in cooperation with the Canadian Food Inspection Agency to ensure consumer safety.","packaging defect","fruits and vegetables","packaging defect","peaches"
"2023","10","3","ca","Maple Leaf Foods Issues Recall for Canned Peaches Due to Sealing Issues","Maple Leaf Foods is recalling 14 ounce cans of its Maple Leaf Brand Canned Peaches due to potential issues with the can sealing. The compromised seal may lead to can integrity problems, causing the cans to leak or bloat, and potentially allowing bacteria to grow inside the product. This could result in serious illness if consumed. Symptoms of illness may include nausea, vomiting, and abdominal pain. The recalled products were distributed across Ontario, Quebec, and the Maritimes in various grocery stores. This recall only affects the lot codes listed below, which are printed on the bottom of the can. No other production codes, sizes, or brands of Maple Leaf Foods products are affected by this recall. Consumers who have purchased the affected products should return them to the store for a refund or replacement. The recall was initiated after the company received consumer complaints about the sealing issues. The problem has been corrected, and no other products are affected. For consumer support and product questions, please call 1-888-990-9000, Monday-Friday from 9am to 6pm EST or email support@mapleleaffoods.com.","packaging defect","fruits and vegetables","packaging defect","canned peaches"
"2023","10","14","de","Müller's Organic Farm recalls canned peaches due to defective packaging","Müller's Organic Farm is recalling its 400g cans of organic peaches due to a potential issue with the packaging. The defect may cause the cans to leak, leading to possible microbiological contamination. The affected products have batch codes starting with 'PB23' and were distributed nationwide. Consumers are advised not to consume the product and to return it to the point of purchase for a full refund. For further information, contact Müller's Organic Farm customer service at 0800 123 4567. The safety of our customers is our top priority, and we apologize for any inconvenience caused.","packaging defect","fruits and vegetables","leaking packaging","canned peaches"
"2020","9","25","ca","SunOpta Recalls Organic Black Beans Due to Seal Issues","SunOpta is recalling 400g packages of its Organic Black Beans due to a potential issue with the packaging seal. The compromised seal could lead to microbial growth, posing a health risk to consumers. The affected products were distributed in Ontario and Quebec. Consumers are advised to check the batch number 'BB202009' printed on the back of the package. Those who have purchased the affected product should return it to the place of purchase for a full refund. For more information, consumers can contact SunOpta at 1-800-547-2390. The recall was initiated after internal quality checks identified the issue.","packaging defect","fruits and vegetables","packaging defect","black beans"
"2022","3","15","fr","Gourmet Foods Ltd Issues Recall of Canned Peaches Due to Packaging Issue","Gourmet Foods Ltd is recalling its 400g cans of Sweet Peaches in Syrup due to a potential packaging defect. The affected cans may have a compromised seal, which could lead to the product spoiling and posing a health risk. The issue was discovered during routine quality checks. The recalled products were distributed to retail stores across France. Customers are advised not to consume the product and to return it to the store for a full refund. For further information, contact Gourmet Foods Ltd at 01-45-67-89-00 or email info@gourmetfoods.fr. The safety of our customers is our top priority, and we regret any inconvenience caused by this recall.","packaging defect","fruits and vegetables","faulty seal","canned peaches"
"2021","4","15","de","FreshZest brand Sparkling Water recalled due to leaking bottles","Notification - FreshZest brand Sparkling Water recalled due to leaking bottles Recall / advisory date: April 15, 2021 Reason for recall / advisory: Packaging Defect Hazard classification: Class 3 Company / Firm: FreshZest Beverages GmbH Distribution: National Extent of the distribution: Retail Reference number: 23456 Contents Affected products Public enquiries and media Affected products Brand Name Common Name Size UPC Code(s) on Product FreshZest Sparkling Water - Lemon 500 ml 4 25016 374856 All units sold up to and including April 10, 2021 FreshZest Sparkling Water - Lime 500 ml 4 25016 374857 All units sold up to and including April 10, 2021 Public enquiries Toll-free: 0800-1234567 (Germany) Telephone: +49-30-1234567 (local or international) Email: info@freshzest.de Media relations Telephone: +49-30-1234568 Email: media@freshzest.de Report a problem on this page Date modified: 2021-04-18","packaging defect","non-alcoholic beverages","leaking packaging","sparkling water"
"2019","4","15","ca","Canadian Beverage Co. recalls 500ml Soda Pop due to defective bottle caps","Canadian Beverage Co. is recalling their 500ml Soda Pop due to defective bottle caps that may detach unexpectedly. Product details: Bottle size: 500ml, Batch codes: 4567, 4568, 4569. Expiry dates: May 2021, June 2021, July 2021. Risk: The bottle caps may detach unexpectedly, posing a choking hazard. Our advice to consumers: If you have bought the above product, do not consume it. Please contact Canadian Beverage Co. at support@canadianbeverage.ca or call 1-800-123-4567 for a refund. Please dispose of the product safely. Action taken by the company: Canadian Beverage Co. is recalling the affected product. Point-of-sale notices will be displayed in all retail stores selling this product.","packaging defect","non-alcoholic beverages","defective bottle caps","soda pop"
"2019","3","15","us","Crystal Geyser Alpine Spring Water recalled due to potential bottle leakage","Crystal Geyser Water Company is voluntarily recalling certain bottles of its Alpine Spring Water due to reports of bottle leakage. The affected products include 1-liter bottles with the following best-by dates: April 15, 2019, and May 10, 2019. The leakage issue may cause the water to become contaminated, posing a potential health risk. No other Crystal Geyser products are affected by this recall. Consumers who have purchased the recalled products are advised to dispose of them immediately and contact the company for a full refund. Point-of-sale notices will be displayed in stores carrying these products. For more information, contact Crystal Geyser customer service at 1-800-423-6983.","packaging defect","non-alcoholic beverages","bottle leakage","bottled water"
"2020","3","15","us","FreshBuzz brand Sparkling Water recalled due to faulty bottle caps","Notification - FreshBuzz brand Sparkling Water recalled due to faulty bottle caps Recall / advisory date: March 15, 2020 Reason for recall / advisory: Defective packaging Hazard classification: Class 2 Company / Firm: ClearStream Beverages Distribution: Nationwide Extent of the distribution: Retail Reference number: 56789 Contents Affected products Public enquiries and media Affected products Brand Name Common Name Size UPC Code(s) on Product FreshBuzz Sparkling Water - Lemon Lime 500 ml 0 12345 67890 1 All units sold up to and including March 10, 2020 FreshBuzz Sparkling Water - Raspberry 500 ml 0 12345 67890 2 All units sold up to and including March 10, 2020 Public enquiries Toll-free: 1-800-555-1234 (U.S.) Email: info@freshbuzz.com Media relations Telephone: 555-444-3333 Email: media@freshbuzz.com Report a problem on this page Date modified: 2020-03-17","packaging defect","non-alcoholic beverages","faulty packaging","sparkling water"
"2023","5","22","us","PureSpring Inc. recalls 1.5L Bottled Water due to cap malfunction","PureSpring Inc. is recalling several batches of its 1.5L Bottled Water due to a cap malfunction that could cause the cap to detach unexpectedly, posing a choking hazard. The affected products have the following batch codes: 23B45, 23B46, and 23B47, with best-before dates of June 2024. No other PureSpring products are affected. Consumers are advised not to use the product and to return it to the place of purchase for a full refund. For more information, contact PureSpring Inc. at support@purespring.com or call 1-800-123-4567.","packaging defect","non-alcoholic beverages","cap defect","bottled water"
"2021","11","5","us","Pure Spring Water recalls 1L bottles due to potential leakage","Pure Spring Water has initiated a recall of its 1L bottles due to reports of potential leakage. The affected products were sold in various grocery stores across the country. The recall affects all bottles with a best-before date of December 2022 and batch numbers starting with 3456. Consumers are advised not to consume the product if the seal appears broken or the bottle is leaking. The company is conducting a thorough investigation into the cause of the issue. Pure Spring Water is committed to ensuring the safety and quality of its products. Affected products: Product: Pure Spring Water 1L Bottles Brand: Pure Spring Water Best before date: December 2022 Batch Numbers: starting with 3456. Point-of-sale recall notices have been displayed in all stores selling this product. These notices explain to customers why the product is being recalled and provide instructions on what to do if they have bought the product. For more information, contact the Pure Spring Water Customer Service at 1-800-987-6543 or email support@purespringwater.com. If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-45-2021","packaging defect","non-alcoholic beverages","leaking bottles","bottled water"
"2019","5","15","ir","Evian recalls 1.5L plastic bottles of natural spring water due to improper sealing","Evian is recalling its 1.5L plastic bottles of natural spring water as a precautionary measure due to improper sealing which may result in leakage. Product details: Evian Natural Spring Water, 1.5L plastic bottle, with best before dates ranging from June 2020 to August 2020. No other Evian products are affected. Risk: There is a risk of leakage which could cause inconvenience and potential contamination. Advice to consumers: If you have bought the affected product, do not consume it. Return it to the store for a full refund. For more information, contact Evian customer service at 0800 123 456. Action taken by the company: Evian is recalling the above product and point-of-sale notices will be displayed in all retail stores selling this product.","packaging defect","non-alcoholic beverages","leaking packaging","bottled water"
"2021","11","15","us","Pure Life Purified Water recalled due to damaged bottle caps","Pure Life is recalling their Purified Water due to potential damage to the bottle caps, which could result in small plastic pieces breaking off upon opening. The affected products have the following details: Product: Pure Life Purified Water, Pack size: 500mL, Batch code: 21509B, Best before: 15 Nov 2022. Consumers are advised to handle the bottles with care and to check the caps for any signs of damage before opening. If damage is noticed, do not consume the product and contact Pure Life for a full refund. For more information, visit www.purelife.com or call our customer service line at 1-800-123-4567.","packaging defect","non-alcoholic beverages","damaged bottle caps","purified water"
"2021","3","12","us","BerryBlast recalls its Sparkling Berry Splash due to bottle swelling","BerryBlast Inc. is recalling several batches of its Sparkling Berry Splash beverage due to reports of bottle swelling. The affected products were distributed nationwide. The swelling is believed to be caused by excessive carbonation, which could potentially lead to bottles bursting.\nThe product being recalled is: Product: BerryBlast Sparkling Berry Splash Pack size: 16.9 fl oz 'Best Before' date: June 2022 Batch codes: 031521, 031621, 031721\nNo other BerryBlast products are affected by this recall. Consumers who have purchased these products are advised not to consume them and to dispose of them immediately. A full refund can be obtained by contacting BerryBlast customer service at 1-800-123-4567 or emailing support@berryblast.com.\nFor more information, customers can visit the BerryBlast website or contact their local retailer. The company has issued a recall notice that will be displayed in all retail stores selling the affected products. This notice explains the reason for the recall and provides instructions for customers.\nIf there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Get food alerts Subscribe to get alerts by email or SMS text Ref: 031221","packaging defect","non-alcoholic beverages","swelling bottles","soda"
"2021","10","5","us","Fresh Sip Beverages — Lemonade Bottles Recalled","PRA No. 2021/23945 Date published 5 Oct 2021 Product description Lemonade Bottles 500ml Best Before 15 Dec 21 Identifying features Batch Number: L234567 What are the defects? Due to a manufacturing error, the bottle caps may not be properly sealed, causing the caps to pop off unexpectedly. What are the hazards? The unexpected popping off of the caps could pose an injury risk. What should consumers do? Consumers are advised to handle the bottles with care and return them to the point of purchase for a full refund. For further information, please contact Fresh Sip Beverages at 1-800-555-1234 or visit www.freshsipbeverages.com. Supplier Fresh Sip Beverages Traders who sold this product Local grocery stores Where the product was sold Nationally Dates available for sale 1 August 2021 - 4 October 2021 Recall advertisements and supporting documentation Recall notice.pdf (150.23 KB) Coordinating agency Food and Drug Administration is the coordinating agency for this recall. Product category Beverages × Lemonade Bottles 500ml Close","packaging defect","non-alcoholic beverages","faulty sealing","lemonade"
